class,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8
priority,usual,critical,foster,1,convenient,convenient,nonprob,priority
not_recom,usual,critical,foster,1,convenient,convenient,nonprob,not_recom
priority,usual,critical,foster,1,convenient,convenient,slightly_prob,recommended
priority,usual,critical,foster,1,convenient,convenient,slightly_prob,priority
not_recom,usual,critical,foster,1,convenient,convenient,slightly_prob,not_recom
priority,usual,critical,foster,1,convenient,convenient,problematic,recommended
priority,usual,critical,foster,1,convenient,convenient,problematic,priority
not_recom,usual,critical,foster,1,convenient,convenient,problematic,not_recom
priority,usual,critical,foster,1,convenient,inconv,nonprob,recommended
spec_prior,usual,critical,foster,1,convenient,inconv,nonprob,priority
not_recom,usual,critical,foster,1,convenient,inconv,nonprob,not_recom
priority,usual,critical,foster,1,convenient,inconv,slightly_prob,recommended
spec_prior,usual,critical,foster,1,convenient,inconv,slightly_prob,priority
not_recom,usual,critical,foster,1,convenient,inconv,slightly_prob,not_recom
spec_prior,usual,critical,foster,1,convenient,inconv,problematic,recommended
spec_prior,usual,critical,foster,1,convenient,inconv,problematic,priority
not_recom,usual,critical,foster,1,convenient,inconv,problematic,not_recom
priority,usual,critical,foster,1,less_conv,convenient,nonprob,recommended
spec_prior,usual,critical,foster,1,less_conv,convenient,nonprob,priority
not_recom,usual,critical,foster,1,less_conv,convenient,nonprob,not_recom
priority,usual,critical,foster,1,less_conv,convenient,slightly_prob,recommended
spec_prior,usual,critical,foster,1,less_conv,convenient,slightly_prob,priority
not_recom,usual,critical,foster,1,less_conv,convenient,slightly_prob,not_recom
spec_prior,usual,critical,foster,1,less_conv,convenient,problematic,recommended
spec_prior,usual,critical,foster,1,less_conv,convenient,problematic,priority
not_recom,usual,critical,foster,1,less_conv,convenient,problematic,not_recom
priority,usual,critical,foster,1,less_conv,inconv,nonprob,recommended
spec_prior,usual,critical,foster,1,less_conv,inconv,nonprob,priority
not_recom,usual,critical,foster,1,less_conv,inconv,nonprob,not_recom
priority,usual,critical,foster,1,less_conv,inconv,slightly_prob,recommended
spec_prior,usual,critical,foster,1,less_conv,inconv,slightly_prob,priority
not_recom,usual,critical,foster,1,less_conv,inconv,slightly_prob,not_recom
spec_prior,usual,critical,foster,1,less_conv,inconv,problematic,recommended
spec_prior,usual,critical,foster,1,less_conv,inconv,problematic,priority
not_recom,usual,critical,foster,1,less_conv,inconv,problematic,not_recom
priority,usual,critical,foster,1,critical,convenient,nonprob,recommended
spec_prior,usual,critical,foster,1,critical,convenient,nonprob,priority
not_recom,usual,critical,foster,1,critical,convenient,nonprob,not_recom
priority,usual,critical,foster,1,critical,convenient,slightly_prob,recommended
spec_prior,usual,critical,foster,1,critical,convenient,slightly_prob,priority
not_recom,usual,critical,foster,1,critical,convenient,slightly_prob,not_recom
spec_prior,usual,critical,foster,1,critical,convenient,problematic,recommended
spec_prior,usual,critical,foster,1,critical,convenient,problematic,priority
not_recom,usual,critical,foster,1,critical,convenient,problematic,not_recom
priority,usual,critical,foster,1,critical,inconv,nonprob,recommended
spec_prior,usual,critical,foster,1,critical,inconv,nonprob,priority
not_recom,usual,critical,foster,1,critical,inconv,nonprob,not_recom
priority,usual,critical,foster,1,critical,inconv,slightly_prob,recommended
spec_prior,usual,critical,foster,1,critical,inconv,slightly_prob,priority
not_recom,usual,critical,foster,1,critical,inconv,slightly_prob,not_recom
spec_prior,usual,critical,foster,1,critical,inconv,problematic,recommended
spec_prior,usual,critical,foster,1,critical,inconv,problematic,priority
not_recom,usual,critical,foster,1,critical,inconv,problematic,not_recom
priority,usual,critical,foster,2,convenient,convenient,nonprob,recommended
priority,usual,critical,foster,2,convenient,convenient,nonprob,priority
not_recom,usual,critical,foster,2,convenient,convenient,nonprob,not_recom
priority,usual,critical,foster,2,convenient,convenient,slightly_prob,recommended
priority,usual,critical,foster,2,convenient,convenient,slightly_prob,priority
not_recom,usual,critical,foster,2,convenient,convenient,slightly_prob,not_recom
priority,usual,critical,foster,2,convenient,convenient,problematic,recommended
priority,usual,critical,foster,2,convenient,convenient,problematic,priority
not_recom,usual,critical,foster,2,convenient,convenient,problematic,not_recom
priority,usual,critical,foster,2,convenient,inconv,nonprob,recommended
spec_prior,usual,critical,foster,2,convenient,inconv,nonprob,priority
not_recom,usual,critical,foster,2,convenient,inconv,nonprob,not_recom
priority,usual,critical,foster,2,convenient,inconv,slightly_prob,recommended
spec_prior,usual,critical,foster,2,convenient,inconv,slightly_prob,priority
not_recom,usual,critical,foster,2,convenient,inconv,slightly_prob,not_recom
spec_prior,usual,critical,foster,2,convenient,inconv,problematic,recommended
spec_prior,usual,critical,foster,2,convenient,inconv,problematic,priority
not_recom,usual,critical,foster,2,convenient,inconv,problematic,not_recom
priority,usual,critical,foster,2,less_conv,convenient,nonprob,recommended
spec_prior,usual,critical,foster,2,less_conv,convenient,nonprob,priority
not_recom,usual,critical,foster,2,less_conv,convenient,nonprob,not_recom
priority,usual,critical,foster,2,less_conv,convenient,slightly_prob,recommended
spec_prior,usual,critical,foster,2,less_conv,convenient,slightly_prob,priority
not_recom,usual,critical,foster,2,less_conv,convenient,slightly_prob,not_recom
spec_prior,usual,critical,foster,2,less_conv,convenient,problematic,recommended
spec_prior,usual,critical,foster,2,less_conv,convenient,problematic,priority
not_recom,usual,critical,foster,2,less_conv,convenient,problematic,not_recom
priority,usual,critical,foster,2,less_conv,inconv,nonprob,recommended
spec_prior,usual,critical,foster,2,less_conv,inconv,nonprob,priority
not_recom,usual,critical,foster,2,less_conv,inconv,nonprob,not_recom
priority,usual,critical,foster,2,less_conv,inconv,slightly_prob,recommended
spec_prior,usual,critical,foster,2,less_conv,inconv,slightly_prob,priority
not_recom,usual,critical,foster,2,less_conv,inconv,slightly_prob,not_recom
spec_prior,usual,critical,foster,2,less_conv,inconv,problematic,recommended
spec_prior,usual,critical,foster,2,less_conv,inconv,problematic,priority
not_recom,usual,critical,foster,2,less_conv,inconv,problematic,not_recom
priority,usual,critical,foster,2,critical,convenient,nonprob,recommended
spec_prior,usual,critical,foster,2,critical,convenient,nonprob,priority
not_recom,usual,critical,foster,2,critical,convenient,nonprob,not_recom
priority,usual,critical,foster,2,critical,convenient,slightly_prob,recommended
spec_prior,usual,critical,foster,2,critical,convenient,slightly_prob,priority
not_recom,usual,critical,foster,2,critical,convenient,slightly_prob,not_recom
spec_prior,usual,critical,foster,2,critical,convenient,problematic,recommended
spec_prior,usual,critical,foster,2,critical,convenient,problematic,priority
not_recom,usual,critical,foster,2,critical,convenient,problematic,not_recom
priority,usual,critical,foster,2,critical,inconv,nonprob,recommended
spec_prior,usual,critical,foster,2,critical,inconv,nonprob,priority
not_recom,usual,critical,foster,2,critical,inconv,nonprob,not_recom
priority,usual,critical,foster,2,critical,inconv,slightly_prob,recommended
spec_prior,usual,critical,foster,2,critical,inconv,slightly_prob,priority
not_recom,usual,critical,foster,2,critical,inconv,slightly_prob,not_recom
spec_prior,usual,critical,foster,2,critical,inconv,problematic,recommended
spec_prior,usual,critical,foster,2,critical,inconv,problematic,priority
not_recom,usual,critical,foster,2,critical,inconv,problematic,not_recom
priority,usual,critical,foster,3,convenient,convenient,nonprob,recommended
priority,usual,critical,foster,3,convenient,convenient,nonprob,priority
not_recom,usual,critical,foster,3,convenient,convenient,nonprob,not_recom
priority,usual,critical,foster,3,convenient,convenient,slightly_prob,recommended
priority,usual,critical,foster,3,convenient,convenient,slightly_prob,priority
not_recom,usual,critical,foster,3,convenient,convenient,slightly_prob,not_recom
priority,usual,critical,foster,3,convenient,convenient,problematic,recommended
priority,usual,critical,foster,3,convenient,convenient,problematic,priority
not_recom,usual,critical,foster,3,convenient,convenient,problematic,not_recom
priority,usual,critical,foster,3,convenient,inconv,nonprob,recommended
spec_prior,usual,critical,foster,3,convenient,inconv,nonprob,priority
not_recom,usual,critical,foster,3,convenient,inconv,nonprob,not_recom
priority,usual,critical,foster,3,convenient,inconv,slightly_prob,recommended
spec_prior,usual,critical,foster,3,convenient,inconv,slightly_prob,priority
not_recom,usual,critical,foster,3,convenient,inconv,slightly_prob,not_recom
spec_prior,usual,critical,foster,3,convenient,inconv,problematic,recommended
spec_prior,usual,critical,foster,3,convenient,inconv,problematic,priority
not_recom,usual,critical,foster,3,convenient,inconv,problematic,not_recom
priority,usual,critical,foster,3,less_conv,convenient,nonprob,recommended
spec_prior,usual,critical,foster,3,less_conv,convenient,nonprob,priority
not_recom,usual,critical,foster,3,less_conv,convenient,nonprob,not_recom
priority,usual,critical,foster,3,less_conv,convenient,slightly_prob,recommended
spec_prior,usual,critical,foster,3,less_conv,convenient,slightly_prob,priority
not_recom,usual,critical,foster,3,less_conv,convenient,slightly_prob,not_recom
spec_prior,usual,critical,foster,3,less_conv,convenient,problematic,recommended
spec_prior,usual,critical,foster,3,less_conv,convenient,problematic,priority
not_recom,usual,critical,foster,3,less_conv,convenient,problematic,not_recom
priority,usual,critical,foster,3,less_conv,inconv,nonprob,recommended
spec_prior,usual,critical,foster,3,less_conv,inconv,nonprob,priority
not_recom,usual,critical,foster,3,less_conv,inconv,nonprob,not_recom
priority,usual,critical,foster,3,less_conv,inconv,slightly_prob,recommended
spec_prior,usual,critical,foster,3,less_conv,inconv,slightly_prob,priority
not_recom,usual,critical,foster,3,less_conv,inconv,slightly_prob,not_recom
spec_prior,usual,critical,foster,3,less_conv,inconv,problematic,recommended
spec_prior,usual,critical,foster,3,less_conv,inconv,problematic,priority
not_recom,usual,critical,foster,3,less_conv,inconv,problematic,not_recom
priority,usual,critical,foster,3,critical,convenient,nonprob,recommended
spec_prior,usual,critical,foster,3,critical,convenient,nonprob,priority
not_recom,usual,critical,foster,3,critical,convenient,nonprob,not_recom
priority,usual,critical,foster,3,critical,convenient,slightly_prob,recommended
spec_prior,usual,critical,foster,3,critical,convenient,slightly_prob,priority
not_recom,usual,critical,foster,3,critical,convenient,slightly_prob,not_recom
spec_prior,usual,critical,foster,3,critical,convenient,problematic,recommended
spec_prior,usual,critical,foster,3,critical,convenient,problematic,priority
not_recom,usual,critical,foster,3,critical,convenient,problematic,not_recom
priority,usual,critical,foster,3,critical,inconv,nonprob,recommended
spec_prior,usual,critical,foster,3,critical,inconv,nonprob,priority
not_recom,usual,critical,foster,3,critical,inconv,nonprob,not_recom
priority,usual,critical,foster,3,critical,inconv,slightly_prob,recommended
spec_prior,usual,critical,foster,3,critical,inconv,slightly_prob,priority
not_recom,usual,critical,foster,3,critical,inconv,slightly_prob,not_recom
spec_prior,usual,critical,foster,3,critical,inconv,problematic,recommended
spec_prior,usual,critical,foster,3,critical,inconv,problematic,priority
not_recom,usual,critical,foster,3,critical,inconv,problematic,not_recom
priority,usual,critical,foster,4,convenient,convenient,nonprob,recommended
priority,usual,critical,foster,4,convenient,convenient,nonprob,priority
not_recom,usual,critical,foster,4,convenient,convenient,nonprob,not_recom
priority,usual,critical,foster,4,convenient,convenient,slightly_prob,recommended
priority,usual,critical,foster,4,convenient,convenient,slightly_prob,priority
not_recom,usual,critical,foster,4,convenient,convenient,slightly_prob,not_recom
priority,usual,critical,foster,4,convenient,convenient,problematic,recommended
priority,usual,critical,foster,4,convenient,convenient,problematic,priority
not_recom,usual,critical,foster,4,convenient,convenient,problematic,not_recom
priority,usual,critical,foster,4,convenient,inconv,nonprob,recommended
spec_prior,usual,critical,foster,4,convenient,inconv,nonprob,priority
not_recom,usual,critical,foster,4,convenient,inconv,nonprob,not_recom
priority,usual,critical,foster,4,convenient,inconv,slightly_prob,recommended
spec_prior,usual,critical,foster,4,convenient,inconv,slightly_prob,priority
not_recom,usual,critical,foster,4,convenient,inconv,slightly_prob,not_recom
spec_prior,usual,critical,foster,4,convenient,inconv,problematic,recommended
spec_prior,usual,critical,foster,4,convenient,inconv,problematic,priority
not_recom,usual,critical,foster,4,convenient,inconv,problematic,not_recom
priority,usual,critical,foster,4,less_conv,convenient,nonprob,recommended
spec_prior,usual,critical,foster,4,less_conv,convenient,nonprob,priority
not_recom,usual,critical,foster,4,less_conv,convenient,nonprob,not_recom
priority,usual,critical,foster,4,less_conv,convenient,slightly_prob,recommended
spec_prior,usual,critical,foster,4,less_conv,convenient,slightly_prob,priority
not_recom,usual,critical,foster,4,less_conv,convenient,slightly_prob,not_recom
spec_prior,usual,critical,foster,4,less_conv,convenient,problematic,recommended
spec_prior,usual,critical,foster,4,less_conv,convenient,problematic,priority
not_recom,usual,critical,foster,4,less_conv,convenient,problematic,not_recom
priority,usual,critical,foster,4,less_conv,inconv,nonprob,recommended
spec_prior,usual,critical,foster,4,less_conv,inconv,nonprob,priority
not_recom,usual,critical,foster,4,less_conv,inconv,nonprob,not_recom
priority,usual,critical,foster,4,less_conv,inconv,slightly_prob,recommended
spec_prior,usual,critical,foster,4,less_conv,inconv,slightly_prob,priority
not_recom,usual,critical,foster,4,less_conv,inconv,slightly_prob,not_recom
spec_prior,usual,critical,foster,4,less_conv,inconv,problematic,recommended
spec_prior,usual,critical,foster,4,less_conv,inconv,problematic,priority
not_recom,usual,critical,foster,4,less_conv,inconv,problematic,not_recom
priority,usual,critical,foster,4,critical,convenient,nonprob,recommended
spec_prior,usual,critical,foster,4,critical,convenient,nonprob,priority
not_recom,usual,critical,foster,4,critical,convenient,nonprob,not_recom
priority,usual,critical,foster,4,critical,convenient,slightly_prob,recommended
spec_prior,usual,critical,foster,4,critical,convenient,slightly_prob,priority
not_recom,usual,critical,foster,4,critical,convenient,slightly_prob,not_recom
spec_prior,usual,critical,foster,4,critical,convenient,problematic,recommended
spec_prior,usual,critical,foster,4,critical,convenient,problematic,priority
not_recom,usual,critical,foster,4,critical,convenient,problematic,not_recom
priority,usual,critical,foster,4,critical,inconv,nonprob,recommended
spec_prior,usual,critical,foster,4,critical,inconv,nonprob,priority
not_recom,usual,critical,foster,4,critical,inconv,nonprob,not_recom
priority,usual,critical,foster,4,critical,inconv,slightly_prob,recommended
spec_prior,usual,critical,foster,4,critical,inconv,slightly_prob,priority
not_recom,usual,critical,foster,4,critical,inconv,slightly_prob,not_recom
spec_prior,usual,critical,foster,4,critical,inconv,problematic,recommended
spec_prior,usual,critical,foster,4,critical,inconv,problematic,priority
not_recom,usual,critical,foster,4,critical,inconv,problematic,not_recom
priority,usual,very_crit,complete,1,convenient,convenient,nonprob,recommended
priority,usual,very_crit,complete,1,convenient,convenient,nonprob,priority
not_recom,usual,very_crit,complete,1,convenient,convenient,nonprob,not_recom
priority,usual,very_crit,complete,1,convenient,convenient,slightly_prob,recommended
priority,usual,very_crit,complete,1,convenient,convenient,slightly_prob,priority
not_recom,usual,very_crit,complete,1,convenient,convenient,slightly_prob,not_recom
priority,usual,very_crit,complete,1,convenient,convenient,problematic,recommended
priority,usual,very_crit,complete,1,convenient,convenient,problematic,priority
not_recom,usual,very_crit,complete,1,convenient,convenient,problematic,not_recom
priority,usual,very_crit,complete,1,convenient,inconv,nonprob,recommended
spec_prior,usual,very_crit,complete,1,convenient,inconv,nonprob,priority
not_recom,usual,very_crit,complete,1,convenient,inconv,nonprob,not_recom
priority,usual,very_crit,complete,1,convenient,inconv,slightly_prob,recommended
spec_prior,usual,very_crit,complete,1,convenient,inconv,slightly_prob,priority
not_recom,usual,very_crit,complete,1,convenient,inconv,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,1,convenient,inconv,problematic,recommended
spec_prior,usual,very_crit,complete,1,convenient,inconv,problematic,priority
not_recom,usual,very_crit,complete,1,convenient,inconv,problematic,not_recom
priority,usual,very_crit,complete,1,less_conv,convenient,nonprob,recommended
spec_prior,usual,very_crit,complete,1,less_conv,convenient,nonprob,priority
not_recom,usual,very_crit,complete,1,less_conv,convenient,nonprob,not_recom
priority,usual,very_crit,complete,1,less_conv,convenient,slightly_prob,recommended
spec_prior,usual,very_crit,complete,1,less_conv,convenient,slightly_prob,priority
not_recom,usual,very_crit,complete,1,less_conv,convenient,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,1,less_conv,convenient,problematic,recommended
spec_prior,usual,very_crit,complete,1,less_conv,convenient,problematic,priority
not_recom,usual,very_crit,complete,1,less_conv,convenient,problematic,not_recom
priority,usual,very_crit,complete,1,less_conv,inconv,nonprob,recommended
spec_prior,usual,very_crit,complete,1,less_conv,inconv,nonprob,priority
not_recom,usual,very_crit,complete,1,less_conv,inconv,nonprob,not_recom
priority,usual,very_crit,complete,1,less_conv,inconv,slightly_prob,recommended
spec_prior,usual,very_crit,complete,1,less_conv,inconv,slightly_prob,priority
not_recom,usual,very_crit,complete,1,less_conv,inconv,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,1,less_conv,inconv,problematic,recommended
spec_prior,usual,very_crit,complete,1,less_conv,inconv,problematic,priority
not_recom,usual,very_crit,complete,1,less_conv,inconv,problematic,not_recom
priority,usual,very_crit,complete,1,critical,convenient,nonprob,recommended
spec_prior,usual,very_crit,complete,1,critical,convenient,nonprob,priority
not_recom,usual,very_crit,complete,1,critical,convenient,nonprob,not_recom
priority,usual,very_crit,complete,1,critical,convenient,slightly_prob,recommended
spec_prior,usual,very_crit,complete,1,critical,convenient,slightly_prob,priority
not_recom,usual,very_crit,complete,1,critical,convenient,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,1,critical,convenient,problematic,recommended
spec_prior,usual,very_crit,complete,1,critical,convenient,problematic,priority
not_recom,usual,very_crit,complete,1,critical,convenient,problematic,not_recom
priority,usual,very_crit,complete,1,critical,inconv,nonprob,recommended
spec_prior,usual,very_crit,complete,1,critical,inconv,nonprob,priority
not_recom,usual,very_crit,complete,1,critical,inconv,nonprob,not_recom
priority,usual,very_crit,complete,1,critical,inconv,slightly_prob,recommended
spec_prior,usual,very_crit,complete,1,critical,inconv,slightly_prob,priority
not_recom,usual,very_crit,complete,1,critical,inconv,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,1,critical,inconv,problematic,recommended
spec_prior,usual,very_crit,complete,1,critical,inconv,problematic,priority
not_recom,usual,very_crit,complete,1,critical,inconv,problematic,not_recom
priority,usual,very_crit,complete,2,convenient,convenient,nonprob,recommended
spec_prior,usual,very_crit,complete,2,convenient,convenient,nonprob,priority
not_recom,usual,very_crit,complete,2,convenient,convenient,nonprob,not_recom
priority,usual,very_crit,complete,2,convenient,convenient,slightly_prob,recommended
spec_prior,usual,very_crit,complete,2,convenient,convenient,slightly_prob,priority
not_recom,usual,very_crit,complete,2,convenient,convenient,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,2,convenient,convenient,problematic,recommended
spec_prior,usual,very_crit,complete,2,convenient,convenient,problematic,priority
not_recom,usual,very_crit,complete,2,convenient,convenient,problematic,not_recom
priority,usual,very_crit,complete,2,convenient,inconv,nonprob,recommended
spec_prior,usual,very_crit,complete,2,convenient,inconv,nonprob,priority
not_recom,usual,very_crit,complete,2,convenient,inconv,nonprob,not_recom
priority,usual,very_crit,complete,2,convenient,inconv,slightly_prob,recommended
spec_prior,usual,very_crit,complete,2,convenient,inconv,slightly_prob,priority
not_recom,usual,very_crit,complete,2,convenient,inconv,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,2,convenient,inconv,problematic,recommended
spec_prior,usual,very_crit,complete,2,convenient,inconv,problematic,priority
not_recom,usual,very_crit,complete,2,convenient,inconv,problematic,not_recom
priority,usual,very_crit,complete,2,less_conv,convenient,nonprob,recommended
spec_prior,usual,very_crit,complete,2,less_conv,convenient,nonprob,priority
not_recom,usual,very_crit,complete,2,less_conv,convenient,nonprob,not_recom
priority,usual,very_crit,complete,2,less_conv,convenient,slightly_prob,recommended
spec_prior,usual,very_crit,complete,2,less_conv,convenient,slightly_prob,priority
not_recom,usual,very_crit,complete,2,less_conv,convenient,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,2,less_conv,convenient,problematic,recommended
spec_prior,usual,very_crit,complete,2,less_conv,convenient,problematic,priority
not_recom,usual,very_crit,complete,2,less_conv,convenient,problematic,not_recom
priority,usual,very_crit,complete,2,less_conv,inconv,nonprob,recommended
spec_prior,usual,very_crit,complete,2,less_conv,inconv,nonprob,priority
not_recom,usual,very_crit,complete,2,less_conv,inconv,nonprob,not_recom
priority,usual,very_crit,complete,2,less_conv,inconv,slightly_prob,recommended
spec_prior,usual,very_crit,complete,2,less_conv,inconv,slightly_prob,priority
not_recom,usual,very_crit,complete,2,less_conv,inconv,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,2,less_conv,inconv,problematic,recommended
spec_prior,usual,very_crit,complete,2,less_conv,inconv,problematic,priority
not_recom,usual,very_crit,complete,2,less_conv,inconv,problematic,not_recom
spec_prior,usual,very_crit,complete,2,critical,convenient,nonprob,recommended
spec_prior,usual,very_crit,complete,2,critical,convenient,nonprob,priority
not_recom,usual,very_crit,complete,2,critical,convenient,nonprob,not_recom
spec_prior,usual,very_crit,complete,2,critical,convenient,slightly_prob,recommended
spec_prior,usual,very_crit,complete,2,critical,convenient,slightly_prob,priority
not_recom,usual,very_crit,complete,2,critical,convenient,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,2,critical,convenient,problematic,recommended
spec_prior,usual,very_crit,complete,2,critical,convenient,problematic,priority
not_recom,usual,very_crit,complete,2,critical,convenient,problematic,not_recom
spec_prior,usual,very_crit,complete,2,critical,inconv,nonprob,recommended
spec_prior,usual,very_crit,complete,2,critical,inconv,nonprob,priority
not_recom,usual,very_crit,complete,2,critical,inconv,nonprob,not_recom
spec_prior,usual,very_crit,complete,2,critical,inconv,slightly_prob,recommended
spec_prior,usual,very_crit,complete,2,critical,inconv,slightly_prob,priority
not_recom,usual,very_crit,complete,2,critical,inconv,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,2,critical,inconv,problematic,recommended
spec_prior,usual,very_crit,complete,2,critical,inconv,problematic,priority
not_recom,usual,very_crit,complete,2,critical,inconv,problematic,not_recom
priority,usual,very_crit,complete,3,convenient,convenient,nonprob,recommended
spec_prior,usual,very_crit,complete,3,convenient,convenient,nonprob,priority
not_recom,usual,very_crit,complete,3,convenient,convenient,nonprob,not_recom
priority,usual,very_crit,complete,3,convenient,convenient,slightly_prob,recommended
spec_prior,usual,very_crit,complete,3,convenient,convenient,slightly_prob,priority
not_recom,usual,very_crit,complete,3,convenient,convenient,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,3,convenient,convenient,problematic,recommended
spec_prior,usual,very_crit,complete,3,convenient,convenient,problematic,priority
not_recom,usual,very_crit,complete,3,convenient,convenient,problematic,not_recom
spec_prior,usual,very_crit,complete,3,convenient,inconv,nonprob,recommended
spec_prior,usual,very_crit,complete,3,convenient,inconv,nonprob,priority
not_recom,usual,very_crit,complete,3,convenient,inconv,nonprob,not_recom
spec_prior,usual,very_crit,complete,3,convenient,inconv,slightly_prob,recommended
spec_prior,usual,very_crit,complete,3,convenient,inconv,slightly_prob,priority
not_recom,usual,very_crit,complete,3,convenient,inconv,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,3,convenient,inconv,problematic,recommended
spec_prior,usual,very_crit,complete,3,convenient,inconv,problematic,priority
not_recom,usual,very_crit,complete,3,convenient,inconv,problematic,not_recom
spec_prior,usual,very_crit,complete,3,less_conv,convenient,nonprob,recommended
spec_prior,usual,very_crit,complete,3,less_conv,convenient,nonprob,priority
not_recom,usual,very_crit,complete,3,less_conv,convenient,nonprob,not_recom
spec_prior,usual,very_crit,complete,3,less_conv,convenient,slightly_prob,recommended
spec_prior,usual,very_crit,complete,3,less_conv,convenient,slightly_prob,priority
not_recom,usual,very_crit,complete,3,less_conv,convenient,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,3,less_conv,convenient,problematic,recommended
spec_prior,usual,very_crit,complete,3,less_conv,convenient,problematic,priority
not_recom,usual,very_crit,complete,3,less_conv,convenient,problematic,not_recom
spec_prior,usual,very_crit,complete,3,less_conv,inconv,nonprob,recommended
spec_prior,usual,very_crit,complete,3,less_conv,inconv,nonprob,priority
not_recom,usual,very_crit,complete,3,less_conv,inconv,nonprob,not_recom
spec_prior,usual,very_crit,complete,3,less_conv,inconv,slightly_prob,recommended
spec_prior,usual,very_crit,complete,3,less_conv,inconv,slightly_prob,priority
not_recom,usual,very_crit,complete,3,less_conv,inconv,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,3,less_conv,inconv,problematic,recommended
spec_prior,usual,very_crit,complete,3,less_conv,inconv,problematic,priority
not_recom,usual,very_crit,complete,3,less_conv,inconv,problematic,not_recom
spec_prior,usual,very_crit,complete,3,critical,convenient,nonprob,recommended
spec_prior,usual,very_crit,complete,3,critical,convenient,nonprob,priority
not_recom,usual,very_crit,complete,3,critical,convenient,nonprob,not_recom
spec_prior,usual,very_crit,complete,3,critical,convenient,slightly_prob,recommended
spec_prior,usual,very_crit,complete,3,critical,convenient,slightly_prob,priority
not_recom,usual,very_crit,complete,3,critical,convenient,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,3,critical,convenient,problematic,recommended
spec_prior,usual,very_crit,complete,3,critical,convenient,problematic,priority
not_recom,usual,very_crit,complete,3,critical,convenient,problematic,not_recom
spec_prior,usual,very_crit,complete,3,critical,inconv,nonprob,recommended
spec_prior,usual,very_crit,complete,3,critical,inconv,nonprob,priority
not_recom,usual,very_crit,complete,3,critical,inconv,nonprob,not_recom
spec_prior,usual,very_crit,complete,3,critical,inconv,slightly_prob,recommended
spec_prior,usual,very_crit,complete,3,critical,inconv,slightly_prob,priority
not_recom,usual,very_crit,complete,3,critical,inconv,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,3,critical,inconv,problematic,recommended
spec_prior,usual,very_crit,complete,3,critical,inconv,problematic,priority
not_recom,usual,very_crit,complete,3,critical,inconv,problematic,not_recom
priority,usual,very_crit,complete,4,convenient,convenient,nonprob,recommended
spec_prior,usual,very_crit,complete,4,convenient,convenient,nonprob,priority
not_recom,usual,very_crit,complete,4,convenient,convenient,nonprob,not_recom
priority,usual,very_crit,complete,4,convenient,convenient,slightly_prob,recommended
spec_prior,usual,very_crit,complete,4,convenient,convenient,slightly_prob,priority
not_recom,usual,very_crit,complete,4,convenient,convenient,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,4,convenient,convenient,problematic,recommended
spec_prior,usual,very_crit,complete,4,convenient,convenient,problematic,priority
not_recom,usual,very_crit,complete,4,convenient,convenient,problematic,not_recom
spec_prior,usual,very_crit,complete,4,convenient,inconv,nonprob,recommended
spec_prior,usual,very_crit,complete,4,convenient,inconv,nonprob,priority
not_recom,usual,very_crit,complete,4,convenient,inconv,nonprob,not_recom
spec_prior,usual,very_crit,complete,4,convenient,inconv,slightly_prob,recommended
spec_prior,usual,very_crit,complete,4,convenient,inconv,slightly_prob,priority
not_recom,usual,very_crit,complete,4,convenient,inconv,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,4,convenient,inconv,problematic,recommended
spec_prior,usual,very_crit,complete,4,convenient,inconv,problematic,priority
not_recom,usual,very_crit,complete,4,convenient,inconv,problematic,not_recom
spec_prior,usual,very_crit,complete,4,less_conv,convenient,nonprob,recommended
spec_prior,usual,very_crit,complete,4,less_conv,convenient,nonprob,priority
not_recom,usual,very_crit,complete,4,less_conv,convenient,nonprob,not_recom
spec_prior,usual,very_crit,complete,4,less_conv,convenient,slightly_prob,recommended
spec_prior,usual,very_crit,complete,4,less_conv,convenient,slightly_prob,priority
not_recom,usual,very_crit,complete,4,less_conv,convenient,slightly_prob,not_recom
spec_prior,usual,very_crit,complete,4,less_conv,convenient,problematic,recommended
spec_prior,usual,very_crit,complete,4,less_conv,convenient,problematic,priority
not_recom,usual,very_crit,complete,4,less_conv,convenient,problematic,not_recom
spec_prior,usual,very_crit,complete,4,less_conv,inconv,nonprob,recommended
spec_prior,usual,very_crit,complete,4,less_conv,inconv,nonprob,priority
not_recom,usual,very_crit,complete,4,less_conv,inconv,nonprob,not_recom
